Payment_ID,Claim_ID,Payment_Date,Payment_Amount,Adjustment_Reason,Reserve_Amount,Loss_Ratio
1122,360,2024-09-18,-618.05,None,9244.21,1.01
1123,740,2025-07-24,-4230.51,None,9644.61,.64
1124,278,2024-12-29,-2729.75,Duplicate,8781.05,.31
1125,496,2025-04-18,298.92,None,5932.02,.60
1126,695,2025-07-18,766.81,Policy Adjustment,9641.41,.97
1127,884,2025-06-30,3577.25,Overpayment,5106.53,.39
1128,299,2025-02-24,3856.01,Duplicate,7228.22,.74
1129,100,2024-11-24,2117.13,Duplicate,5200.66,.86
1130,616,2024-11-19,-3302.59,Policy Adjustment,2141.80,1.18
1131,396,2025-01-06,3781.77,Policy Adjustment,7586.95,1.26
1132,525,2024-11-23,2408.87,None,7763.50,.66
1133,351,2025-08-11,2309.48,Duplicate,9266.18,.39
1134,773,2025-09-06,.00,None,7871.90,.41
1135,474,2025-08-13,2686.83,Duplicate,6112.45,1.02
1136,905,2025-06-09,-2836.53,None,7240.57,.95
1137,593,2025-05-19,-3189.94,None,4574.73,1.38
1138,271,2025-05-14,476.55,Duplicate,3285.57,.47
1139,782,2025-04-20,.00,Duplicate,8230.59,.99
1140,234,2024-09-16,.00,Duplicate,9551.89,.62
1141,858,2025-05-13,1505.45,Overpayment,2192.26,1.31
1142,755,2024-11-10,.00,Duplicate,5994.94,1.25
1143,745,2025-01-09,649.88,Duplicate,4688.28,1.43
1144,933,2024-10-27,155.92,Overpayment,7991.58,1.07
1145,39,2024-10-12,2607.02,Duplicate,3866.12,.76
1146,231,2025-04-16,1941.43,None,9494.51,.58
1147,65,2025-05-21,1284.17,None,8477.36,.78
1148,7,2024-10-23,-1365.20,Duplicate,9828.22,1.27
1149,807,2025-07-07,2814.46,None,5214.59,1.24
1150,241,2025-01-06,1142.94,Overpayment,6047.32,.81
1151,430,2025-04-13,-1905.58,Overpayment,5432.65,.51
1152,966,2025-07-15,1940.23,None,9509.47,.56
1153,653,2025-07-12,-1592.24,Duplicate,3785.81,.73
1154,348,2024-10-31,2422.93,None,7767.64,1.25
1155,267,2024-10-22,-4225.56,Overpayment,6110.04,1.35
1156,249,2025-06-26,1111.49,Overpayment,5297.83,.42
1157,366,2024-11-08,2990.29,Policy Adjustment,8167.13,1.31
1158,3,2025-05-04,2064.21,None,2350.08,.78
1159,401,2025-06-11,864.49,Duplicate,4493.16,.65
1160,441,2024-10-31,-423.91,Duplicate,1630.06,.33
1161,220,2025-02-22,3293.01,Duplicate,7247.42,.53
1162,227,2025-08-23,156.87,Overpayment,3732.07,.44
1163,617,2025-01-02,.00,None,4004.33,1.04
1164,403,2025-04-24,-671.84,Overpayment,5210.72,.46
1165,898,2025-07-17,1137.56,None,7804.99,.48
1166,153,2025-08-25,1539.02,None,5534.33,.45
1167,280,2025-08-25,3559.88,Duplicate,9856.09,1.10
1168,962,2025-03-06,-2165.11,Duplicate,4129.97,.85
1169,932,2025-07-26,371.15,Overpayment,7296.76,1.31
1170,271,2025-02-15,2402.69,Duplicate,3060.18,.92
1171,894,2025-06-15,328.53,Duplicate,9727.35,1.44
1172,752,2025-07-11,-851.87,Overpayment,2125.16,.46
1173,331,2025-06-13,1069.80,Duplicate,9919.50,.94
1174,187,2024-12-23,-1122.34,Policy Adjustment,6818.52,.99
1175,364,2025-05-23,-1111.41,None,8438.44,1.34
1176,117,2025-04-29,2127.08,Overpayment,5679.74,.58
1177,305,2025-02-22,-3558.10,Duplicate,1564.92,.98
1178,366,2024-10-23,-2990.29,Duplicate,4586.36,.68
1179,166,2025-06-11,-7081.05,Policy Adjustment,1804.79,1.15
1180,958,2024-11-20,2582.66,Duplicate,5317.38,1.11
1181,878,2025-08-22,.00,None,5730.84,.90
1182,605,2025-02-12,-6805.21,Duplicate,5975.56,.58
1183,710,2024-10-02,3795.17,Duplicate,6471.26,.39
1184,992,2025-06-16,948.76,None,3351.69,.34
1185,736,2025-06-12,.00,None,5514.10,.39
1186,669,2024-12-11,926.98,None,5341.88,.57
1187,62,2025-08-08,329.49,None,6647.09,1.10
1188,591,2025-05-12,793.80,Duplicate,9055.16,.93
1189,53,2025-08-15,-3018.97,None,4422.00,.76
1190,97,2025-08-13,-2201.80,None,3763.69,1.28
1191,310,2025-08-17,-1580.22,Policy Adjustment,6896.23,1.21
1192,333,2025-09-06,-7227.12,Duplicate,2767.67,.46
1193,869,2025-07-29,.00,Overpayment,2983.74,1.17
1194,789,2025-01-04,-555.04,None,6113.65,.79
1195,117,2025-06-20,2405.74,Policy Adjustment,9946.51,.87
1196,307,2024-12-01,373.02,Overpayment,8194.73,.67
1197,618,2025-02-05,3717.91,Policy Adjustment,5692.26,.73
1198,495,2024-11-09,2488.82,None,9497.74,.82
1199,76,2024-11-22,820.64,Duplicate,2478.08,.91
1200,910,2024-12-08,291.57,Policy Adjustment,8877.44,.56
1201,995,2025-04-28,.00,Duplicate,7665.22,1.15
1202,643,2025-02-05,.00,Policy Adjustment,9682.83,1.21
1203,120,2025-09-04,1450.28,Duplicate,2166.19,1.18
1204,169,2025-02-20,-4273.14,Duplicate,4904.85,1.10
1205,816,2024-12-07,-2088.13,Policy Adjustment,7101.82,.70
1206,627,2025-04-03,1047.01,Overpayment,1416.37,.46
1207,248,2025-05-16,931.03,None,9508.75,.80
1208,910,2025-05-04,-4065.73,Policy Adjustment,6238.72,1.50
1209,495,2025-01-04,-7941.70,None,5328.96,1.50
1210,958,2024-10-27,-8074.33,None,5001.52,.54
1211,413,2025-01-23,-2046.72,None,3555.09,.60
1212,396,2025-04-28,-3781.77,Policy Adjustment,7401.53,.39
1213,394,2025-05-02,1518.44,Duplicate,6961.25,.92
1214,123,2025-04-14,-130.58,Duplicate,5453.00,.49
1215,632,2025-01-22,-91.63,Duplicate,9547.33,1.21
1216,385,2025-06-26,1150.88,None,5357.12,1.07
1217,414,2024-11-18,471.91,Duplicate,6016.92,.69
1218,801,2025-02-03,2822.61,Policy Adjustment,2778.23,1.47
1219,221,2025-05-03,-920.73,None,2236.94,.72
1220,575,2024-10-11,1278.51,Duplicate,1103.38,.66
1221,330,2025-09-03,.00,Duplicate,3841.51,.93
1222,625,2025-02-24,3746.74,None,7792.91,.91
1223,821,2025-08-08,-2493.62,Duplicate,4800.77,.54
1224,675,2025-01-31,1389.39,Duplicate,4685.90,.59
1225,595,2025-01-30,-2618.24,Policy Adjustment,9774.40,1.48
1226,174,2024-10-27,-5171.77,Overpayment,5031.42,.66
1227,1,2025-08-04,2700.44,Overpayment,3846.93,1.16
1228,591,2025-05-19,641.61,Duplicate,2104.64,.92
1229,530,2025-08-04,.00,Duplicate,8530.91,.94
1230,402,2024-12-05,1710.51,Policy Adjustment,7124.70,1.00
1231,417,2025-07-28,.00,Duplicate,9034.26,.95
1232,603,2025-01-17,960.90,Duplicate,9623.23,.62
1233,684,2025-07-14,3986.58,None,2486.33,.55
1234,987,2025-07-20,-132.68,Overpayment,3966.86,.52
1235,738,2024-12-02,-3007.80,Overpayment,7636.78,1.22
1236,91,2025-06-15,-364.18,Duplicate,1230.07,1.04
1237,113,2025-07-01,3474.73,None,2599.27,.48
1238,623,2025-05-04,.00,None,7648.72,1.27
1239,606,2025-05-04,2229.65,Policy Adjustment,4133.58,.67
1240,849,2024-10-09,-4499.94,Duplicate,8938.50,1.00
1241,894,2025-06-26,-3956.68,Duplicate,1177.74,1.41
1242,381,2025-06-04,-6994.12,Policy Adjustment,3406.72,1.11
1243,307,2025-09-05,1923.46,Duplicate,3499.40,1.36
1244,529,2025-07-16,-3492.70,Duplicate,4394.85,.45
1245,385,2025-01-10,2614.56,None,8197.11,.56
1246,156,2024-11-16,-1647.17,Duplicate,7198.55,.51
1247,778,2025-06-30,-243.55,Overpayment,7915.85,1.00
1248,235,2025-01-14,-2327.69,Overpayment,5331.73,.54
1249,560,2025-02-18,-3793.06,Duplicate,7699.65,1.03
1250,190,2025-06-04,828.71,Duplicate,4007.72,1.35
1251,429,2024-12-28,-3833.47,Partial Settlement,6238.62,1.30
1252,100,2025-01-07,-826.50,Partial Settlement,3515.70,.75
1253,528,2025-10-04,-1359.03,Partial Settlement,8928.47,1.21
1254,655,2025-07-10,-2201.87,Partial Settlement,9981.01,.34
1255,525,2025-01-12,-11549.80,Partial Settlement,7763.50,.66
1256,879,2025-09-23,-8323.39,Partial Settlement,5817.14,.46
1257,578,2024-12-11,-1066.40,Partial Settlement,4831.57,.75
1258,934,2025-05-08,-1922.70,Partial Settlement,4218.25,.45
1259,823,2025-01-11,-5455.15,Partial Settlement,5454.52,.80
1260,283,2025-01-04,126.21,Partial Settlement,7426.00,.52
1261,336,2024-12-07,142.34,Partial Settlement,5634.59,1.20
1262,65,2025-06-11,-4024.18,Partial Settlement,8477.36,.78
1263,301,2025-05-13,-4308.09,Partial Settlement,5546.65,1.34
1264,567,2025-09-15,-2409.42,Partial Settlement,9319.06,1.22
1265,508,2025-01-22,-1408.22,Partial Settlement,8864.07,1.43
1266,513,2025-06-19,-9605.21,Partial Settlement,5650.05,.54
1267,997,2025-05-26,-2938.03,Partial Settlement,7297.05,.93
1268,449,2025-09-20,-2023.59,Partial Settlement,9010.93,.51
1269,179,2025-09-30,1013.74,Partial Settlement,8450.52,1.17
1270,975,2025-10-21,-252.99,Partial Settlement,7200.35,.39
1271,88,2025-09-10,-6918.50,Partial Settlement,5029.64,.54
1272,107,2025-06-22,-3805.50,Partial Settlement,7032.62,.55
1273,710,2024-12-02,-9545.59,Partial Settlement,7685.01,1.50
1274,885,2025-04-19,-2187.92,Partial Settlement,8880.38,1.22
1275,220,2025-03-19,-7004.71,Partial Settlement,7247.42,.53
1276,402,2025-01-08,-1710.51,Partial Settlement,7124.70,1.00
1277,775,2025-08-25,-6062.86,Partial Settlement,3345.30,.50
1278,190,2025-01-12,-4540.56,Partial Settlement,1435.15,1.04
1279,202,2024-11-13,-3787.88,Partial Settlement,2140.22,.94
1280,240,2025-01-22,-685.25,Partial Settlement,3710.84,.44
1281,608,2025-06-23,1962.49,Partial Settlement,9408.41,.34
1282,533,2025-01-31,-1783.49,Partial Settlement,8738.22,.98
1283,167,2024-12-01,-1976.35,Partial Settlement,9125.68,1.07
1284,794,2024-12-05,-5284.54,Partial Settlement,7155.98,1.21
1285,474,2025-09-30,827.64,Partial Settlement,6016.97,1.30
1286,810,2025-01-25,-4819.10,Partial Settlement,9589.69,.66
1287,712,2025-02-01,-1853.90,Partial Settlement,8881.45,1.18
1288,608,2025-03-14,-6062.47,Partial Settlement,4978.91,1.28
1289,228,2024-12-09,-6309.69,Partial Settlement,5833.99,1.33
1290,122,2025-05-07,-3345.33,Partial Settlement,3711.07,1.01
1291,492,2025-04-12,-2649.87,Partial Settlement,8353.89,1.00
1292,603,2025-05-27,-6293.18,Partial Settlement,1573.49,.67
1293,589,2025-06-17,275.66,Partial Settlement,7983.24,.73
1294,640,2025-05-15,-890.56,Partial Settlement,5491.76,.30
1295,925,2024-10-22,163.31,Partial Settlement,4577.98,1.45
1296,254,2025-08-21,-8487.13,Partial Settlement,7053.76,.75
1297,750,2025-01-16,-3548.07,Partial Settlement,4674.92,.94
1298,641,2025-03-23,-1174.24,Partial Settlement,9445.05,1.09
1299,217,2025-09-07,-1034.61,Partial Settlement,7522.75,.66
1300,275,2025-03-20,-6172.53,Partial Settlement,7330.97,.81
1301,921,2024-12-01,-11362.92,Partial Settlement,2629.01,1.13
1302,820,2025-08-07,-3021.66,Partial Settlement,4248.18,1.46
1303,247,2025-02-22,-3254.67,Partial Settlement,3303.07,1.10
1304,135,2025-03-08,-5508.71,Partial Settlement,4586.27,1.45
1305,385,2025-02-06,-3765.44,Partial Settlement,8197.11,.56
1306,62,2025-09-06,-329.49,Partial Settlement,6647.09,1.10
1307,787,2025-09-06,-728.33,Partial Settlement,6981.49,.62
1308,819,2025-03-26,-1139.37,Partial Settlement,3655.98,.38
1309,547,2025-03-15,562.88,Partial Settlement,3824.46,.96
1310,178,2025-03-24,-4087.72,Partial Settlement,3903.88,1.35
1311,912,2024-12-25,-6488.65,Partial Settlement,9513.45,.67
1312,227,2025-09-04,78.44,Partial Settlement,3732.07,.44
1313,335,2025-07-09,-11209.97,Partial Settlement,9163.15,1.28
1314,963,2025-04-15,-1759.01,Partial Settlement,8481.72,1.02
1315,700,2025-04-19,-2218.68,Partial Settlement,5049.58,1.21
1316,287,2025-09-06,138.98,Partial Settlement,6417.41,1.27
1317,39,2025-08-26,747.40,Partial Settlement,9303.50,.90
1318,704,2025-02-01,-663.37,Partial Settlement,6267.78,1.11
1319,856,2024-11-07,-1205.03,Partial Settlement,9022.17,.67
1320,929,2025-04-26,-7396.10,Partial Settlement,2017.45,1.05
1321,666,2025-06-22,-3658.75,Partial Settlement,7273.65,.33
1322,216,2024-11-09,36.81,Partial Settlement,8145.01,1.18
1323,622,2025-08-21,-2030.42,Partial Settlement,7255.26,1.46
1324,58,2025-07-15,-2342.13,Partial Settlement,5217.84,.94
1325,582,2025-07-10,-1799.82,Partial Settlement,2753.88,1.29
1326,326,2025-04-09,-2692.73,Partial Settlement,6578.99,1.02
1327,419,2025-02-02,-84.55,Partial Settlement,8936.59,1.03
1328,71,2025-09-18,-13.36,Partial Settlement,4214.21,.67
1329,966,2025-03-13,-2511.09,Partial Settlement,9440.35,1.27
1330,481,2025-04-13,-6695.70,Partial Settlement,7484.50,1.28
1331,248,2025-03-11,-4339.61,Partial Settlement,3118.66,.78
1332,109,2025-01-21,661.34,Partial Settlement,8564.15,1.36
1333,625,2025-04-14,-1598.01,Partial Settlement,7792.91,.91
1334,952,2025-02-23,-5190.34,Partial Settlement,5664.67,1.40
1335,979,2025-09-07,-2962.01,Partial Settlement,4644.23,.91
1336,645,2025-03-16,-1771.14,Partial Settlement,8484.82,.69
1337,406,2025-05-05,-986.15,Partial Settlement,9191.83,.31
1338,3,2025-06-13,-1410.52,Partial Settlement,2350.08,.78
1339,547,2024-12-04,-5532.43,Partial Settlement,6335.61,.38
1340,237,2025-05-25,873.35,Partial Settlement,7883.07,1.04
1341,55,2024-10-09,-5660.25,Partial Settlement,5231.51,.49
1342,230,2025-07-17,-2855.64,Partial Settlement,9875.36,.70
1343,127,2025-02-16,-3920.82,Partial Settlement,6327.62,.62
1344,473,2025-03-06,-9627.41,Partial Settlement,6330.39,.92
1345,589,2025-08-09,-1613.00,Partial Settlement,4800.43,1.47
1346,627,2025-03-21,-4100.12,Partial Settlement,8382.47,1.26
1347,327,2024-10-08,-4447.36,Partial Settlement,1817.67,.93
1348,838,2025-03-18,-8166.78,Partial Settlement,4416.80,1.30
1349,591,2025-06-17,-3229.28,Partial Settlement,2104.64,.92
1350,394,2025-01-18,-4676.86,Partial Settlement,7549.43,.33
1351,143,2025-03-27,-547.02,Partial Settlement,1568.43,.75
1352,884,2025-07-19,-4666.34,Partial Settlement,5106.53,.39
1353,892,2025-07-04,-233.47,Partial Settlement,4767.99,1.06
1354,272,2025-01-17,-3189.26,Partial Settlement,8033.89,.82
1355,279,2025-04-23,-1250.89,Partial Settlement,1102.88,1.18
1356,590,2025-09-12,-3152.72,Partial Settlement,7149.50,.70
1357,23,2025-07-08,-1431.32,Partial Settlement,1937.20,1.32
1358,618,2025-02-05,-4188.51,Partial Settlement,5692.26,.73
1359,157,2025-07-17,-85.86,Partial Settlement,1389.40,.92
1360,307,2025-01-04,8.50,Partial Settlement,8194.73,.67
1361,348,2024-11-18,-5455.30,Partial Settlement,7767.64,1.25
1362,191,2025-03-02,1817.90,Partial Settlement,2795.18,.56
1363,120,2025-10-08,725.14,Partial Settlement,2166.19,1.18
1364,70,2025-10-06,689.90,Partial Settlement,3670.82,.97
1365,446,2025-01-30,-3195.73,Partial Settlement,4034.09,1.39
1366,215,2025-08-18,-6758.37,Partial Settlement,1368.65,1.19
1367,991,2025-06-15,-2664.02,Partial Settlement,5625.45,1.44
1368,701,2025-09-01,-715.60,Partial Settlement,2918.46,1.22
1369,389,2025-08-26,-7571.21,Partial Settlement,3300.72,.89
1370,269,2025-01-05,271.09,Partial Settlement,7217.12,1.38
1371,889,2025-10-09,-1770.66,Partial Settlement,4264.85,.55
1372,119,2024-09-29,-1257.59,Partial Settlement,4134.37,1.19
1373,840,2025-09-11,-6841.11,Partial Settlement,6061.29,1.40
1374,611,2025-05-02,-4828.77,Partial Settlement,6130.89,1.26
1375,682,2025-06-30,-6273.19,Partial Settlement,3745.94,.43
1376,686,2025-04-15,-4541.25,Partial Settlement,4797.26,1.11
1377,232,2025-01-31,-1549.35,Partial Settlement,1241.16,.98
1378,951,2025-01-09,-832.57,Partial Settlement,7998.00,.60
1379,684,2025-08-12,-3986.58,Partial Settlement,2486.33,.55
1380,531,2024-11-12,-4179.05,Partial Settlement,4820.44,.77
1381,1,2025-06-10,-3695.47,Partial Settlement,2171.17,.81
1382,898,2025-05-17,-5610.92,Partial Settlement,1099.60,.77
1383,565,2025-02-04,-3402.91,Partial Settlement,6116.58,1.02
1384,986,2025-01-19,-2870.60,Partial Settlement,8356.16,.60
1385,245,2025-08-13,1344.60,Partial Settlement,9513.26,.69
1386,988,2025-02-24,632.16,Partial Settlement,8685.72,.56
1387,434,2024-11-25,-3608.49,Partial Settlement,6362.32,.76
1388,826,2025-03-03,124.95,Partial Settlement,5303.71,.65
1389,453,2025-01-12,619.14,Partial Settlement,2759.19,1.38
1390,866,2025-09-02,-1165.77,Partial Settlement,3843.06,.78
1391,914,2025-03-16,-2703.12,Partial Settlement,9325.10,1.37
1392,153,2025-09-08,-1539.02,Partial Settlement,5534.33,.45
1393,191,2025-07-28,-7744.08,Partial Settlement,9319.89,.55
1394,522,2025-02-27,-3546.98,Partial Settlement,6440.69,1.41
1395,231,2025-06-10,-3884.55,Partial Settlement,9494.51,.58
1396,373,2024-10-16,-5582.97,Partial Settlement,5369.77,.61
1397,145,2025-01-29,-6417.05,Partial Settlement,3348.65,1.00
1398,96,2025-08-10,-5914.73,Partial Settlement,3908.47,.37
1399,469,2025-06-10,-2829.24,Partial Settlement,5132.98,1.30
1400,453,2025-02-13,-8414.58,Partial Settlement,8833.21,.96
1401,836,2025-02-24,-3139.99,Partial Settlement,8564.45,1.04
1402,287,2025-03-15,738.29,Partial Settlement,2968.34,.32
1403,733,2024-10-20,-3339.48,Partial Settlement,6197.94,.79
1404,224,2025-02-22,-7592.26,Partial Settlement,6416.42,.31
1405,501,2025-08-12,-7074.83,Partial Settlement,1420.38,.74
1406,484,2025-07-18,-260.99,Partial Settlement,2462.87,.83
1407,825,2025-05-23,-2983.82,Partial Settlement,5840.72,1.43
1408,927,2025-02-04,-7516.97,Partial Settlement,6300.48,1.16
1409,803,2025-10-10,-994.91,Partial Settlement,4400.14,.74
1410,117,2025-05-15,-6117.51,Partial Settlement,9668.40,1.49
1411,544,2025-11-10,-5660.38,Partial Settlement,8464.26,1.28
1412,331,2025-07-31,-4946.75,Partial Settlement,9919.50,.94
1413,937,2025-09-02,-7854.74,Partial Settlement,4366.84,.53
1414,426,2025-02-24,-1998.62,Partial Settlement,8657.54,.56
1415,149,2025-05-12,-4620.84,Partial Settlement,3694.13,.98
1416,474,2025-09-09,-8172.66,Partial Settlement,6112.45,1.02
1417,299,2025-04-18,-6277.55,Partial Settlement,7228.22,.74
1418,378,2024-10-06,-2783.88,Partial Settlement,7495.69,1.18
1419,470,2025-09-02,-5450.91,Partial Settlement,5677.55,1.34
1420,283,2024-11-06,-4423.55,Partial Settlement,8811.59,.34
1421,179,2025-06-28,-3402.34,Partial Settlement,8918.03,1.31
1422,245,2025-02-08,-7479.63,Partial Settlement,9653.08,1.02
1423,114,2025-03-24,-3930.87,Partial Settlement,4886.90,1.07
1424,36,2025-07-09,-6346.88,Partial Settlement,2288.84,1.45
1425,280,2025-05-18,-2814.39,Partial Settlement,7296.54,.54
1426,940,2025-07-04,-1921.32,Partial Settlement,9743.58,.70
1427,494,2025-02-18,-13192.56,Partial Settlement,8968.53,.32
1428,290,2025-08-17,-4962.29,Partial Settlement,5981.88,1.41
1429,745,2024-11-23,-172.42,Partial Settlement,9374.26,.77
1430,570,2024-12-14,-3268.50,Partial Settlement,5101.96,.40
1431,876,2025-08-02,-158.83,Partial Settlement,8181.16,1.23
1432,695,2024-10-30,-2316.20,Partial Settlement,3946.29,1.49
1433,314,2025-08-08,-3939.93,Partial Settlement,5562.43,.67
1434,237,2025-04-11,-8865.10,Partial Settlement,5483.84,.65
1435,801,2025-02-06,-4993.49,Partial Settlement,8315.42,.87
1436,39,2025-04-16,-13225.27,Partial Settlement,4795.37,.71
1437,629,2025-10-26,-5922.62,Partial Settlement,5788.06,.64
1438,401,2025-03-29,-2877.74,Partial Settlement,2284.70,.68
1439,15,2025-08-27,-8628.32,Partial Settlement,7537.30,1.41
1440,233,2024-11-14,-10309.83,Partial Settlement,7930.15,1.13
1441,271,2025-03-10,-9146.66,Partial Settlement,3060.18,.92
1442,229,2024-12-09,-3622.11,Partial Settlement,2113.08,1.18
1443,125,2025-03-02,-1097.32,Partial Settlement,7162.01,.71
1444,788,2024-11-20,-6614.94,Partial Settlement,6463.29,1.19
1445,302,2025-07-06,-203.13,Partial Settlement,4076.99,.54
1446,858,2025-08-07,-2805.31,Partial Settlement,5847.69,.45
1447,935,2025-02-04,-3060.14,Partial Settlement,2771.70,.50
1448,70,2025-06-24,-6532.86,Partial Settlement,6832.88,.52
1449,105,2025-04-27,-4214.16,Partial Settlement,7756.15,.47
1450,337,2024-10-27,-6143.65,Partial Settlement,9745.05,1.25
